pk,jsondata,id,name,description,markup_description,analyzed,gloss,type,source,comment,original_script,xhtml,markup_text,markup_analyzed,markup_gloss,markup_comment,language_pk,version
1842,,1174,"a. su Mūsā    sun
dāwō dà sāfe ‘Musa and the others returned in the morning.’ b. su Mar̃yàm                dà           Jummai                 sunā̀      sôn        rawā",,,,,,,,,"<div class=""comments"">
  <p><div class=""Example""><p class=""p1""></p>
<p class=""p1"">a.</p>
<p class=""p1"">
<b>su           </b>Mūsā    sun
dāwō dà sāfe</p>
<p class=""p1"">‘Musa and the others returned in the morning.’</p>
<p class=""p1""> </p>
<p class=""p1"">b.</p>
<p class=""p1"">
<b>su           </b>Mar̃yàm                dà           Jummai                 sunā̀      sôn        rawā</p>
<p class=""p1"">‘Maryam and Jummai et al. like to dance.’</p>
<p class=""p1""> </p>
<p class=""p1""></p>
<p class=""p1""> </p></div></p>
</div>",,,,,2531,1
1843,,1175,"kabró ""finger, toe"" tako'o'm ""finger, toe""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>kabró</p>
</td>
<td>
<p>""finger, toe""</p>
</td>
</tr>
<tr>
<td>
<p>tako'o'm</p>
</td>
<td>
<p>""finger, toe""</p>
</td>
</tr>
</table></div>",,,,,986,1
1844,,igt-1068,Tata Sihuicana ponaiquiba,El Sr. Sihui y familia han salido.,,Tata	Sihuicana	ponaiquiba,Sr.	Sihui-PL	hacer.afuera.signif.p,,,,,,,Tata	Sihuicana	ponaiquiba,Sr.	Sihui-PL	hacer.afuera.signif.p,"<div class=""comments"">
  
</div>",2388,1
1845,,1177,"ARM: yigua ""brazo"" HAND: po ""mano""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: yigua</p>
</td>
<td>
<p>""brazo""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: po</p>
</td>
<td>
<p>""mano""</p>
</td>
</tr>
</table></div>",,,,,921,1
1846,,1178,"maikao ""finger, toe"" moikao ""finger, toe""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>maikao</p>
</td>
<td>
<p>""finger, toe""</p>
</td>
</tr>
<tr>
<td>
<p>moikao</p>
</td>
<td>
<p>""finger, toe""</p>
</td>
</tr>
</table></div>",,,,,412,1
1847,,igt-1069,"[pê wa i-pỳm], pê inxê ty",My mother died when I was born.,,"[pê	wa	i-pỳm],	pê	inxê	ty",PST	1	1-fall	PST	mother	die,,,,,,,"<i>[pê </i>	<i>wa </i>	<i>i-pỳm], </i>	<i>pê </i>	<i>inxê </i>	<i>ty </i>",PST	1	1-fall	PST	mother	die,,295,1
1848,,1288,harbato,,,,,,,,,"<div class=""Example""><p><i>harbato</i></p></div>",,,,,1268,1
1849,,igt-1070,á - Sango,the Sango people,,á - Sango,PL - Sango,,,,,,,"á<span class=""s2"">-</span>Sango","PL<span class=""s2"">-</span>Sango","<div class=""comments"">
  <p><b>áNgunzapa</b> aεkε gá na ála ká</p>
<p>‘Ngunzapa and the others are coming over there’</p>

</div>",2461,1
1850,,igt-1071,á - bar,bars,,á - bar,PL - bar,,,,,,,"á<span class=""s2"">-</span>bar","PL<span class=""s2"">-</span>bar","<div class=""comments"">
  <p><b>áNgunzapa</b> aεkε gá na ála ká</p>
<p>‘Ngunzapa and the others are coming over there’</p>

</div>",2461,1
1851,,1182,"ARM: gayma ""arm"" HAND: ŋadbur ""hand""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: gayma</p>
</td>
<td>
<p>""arm""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: ŋadbur</p>
</td>
<td>
<p>""hand""</p>
</td>
</tr>
</table></div>",,,,,2498,1
1852,,igt-1072,örč’ šan ay b ur,the child is sleeping,,örč’	šan	ay	b	ur,child	sleep	prs	cl3	be,,,,,,,örč’	šan	ay	b	ur,child	sleep	prs	cl3	be,"<div class=""comments"">
  <p> </p>
<p>note: First and second person pronouns have neutral case marking.</p>
</div>",2331,1
1853,,igt-1073,dušni l lu b ukl ay b ur,the girl is reading the book,,dušni	l	lu	b	ukl	ay	b	ur,girl	erg	book	cl3	read	prs	cl3	be,,,,,,,dušni	l	lu	b	ukl	ay	b	ur,girl	erg	book	cl3	read	prs	cl3	be,"<div class=""comments"">
  <p> </p>
<p>note: First and second person pronouns have neutral case marking.</p>
</div>",2331,1
1854,,igt-1074,na šan ay Ø ura,I am sleeping,,na	šan	ay	Ø	ura,I	sleep	prs	cl1	be,,,,,,,na	šan	ay	Ø	ura,I	sleep	prs	cl1	be,"<div class=""comments"">
  <p> </p>
<p>note: First and second person pronouns have neutral case marking.</p>
</div>",2331,1
1855,,igt-1075,na ina Ø uca ra,I bring you,,na	ina	Ø	uca	ra,I	you	cl1	bring	prs,,,,,,,na	ina	Ø	uca	ra,I	you	cl1	bring	prs,"<div class=""comments"">
  <p> </p>
<p>note: First and second person pronouns have neutral case marking.</p>
</div>",2331,1
1856,,igt-1076,Bàshí’ - yàr,Bashi and his friends,,Bàshí’ - yàr,Bashi - PL,,,,,,,"Bàshí’<span class=""s2"">-</span>yàr","Bashi<span class=""s2"">-</span>PL","<div class=""comments"">
  
</div>",2335,1
1857,,igt-1077,mjì’ - yàr ku,these people,,mjì’ - yàr	ku,person - PL	this,,,,,,,"mjì’<span class=""s2"">-</span>yàr	ku","person<span class=""s2"">-</span>PL	this","<div class=""comments"">
  
</div>",2335,1
1858,,1185,"ARM: hêzuaipí ""braço"" HAND: hêpó ""mao""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: hêzuaipí</p>
</td>
<td>
<p>""braço""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: hêpó</p>
</td>
<td>
<p>""mao""</p>
</td>
</tr>
</table></div>",,,,,1797,1
1859,,1186,instrumental marker: -nyɨne,,,,,,,,,"<div class=""comments"">
  <dl>
    <dt>instrumental marker:</dt>
    <dd>-nyɨne</dd>
  </dl>
</div>",,,,,1392,1
1860,,1187,3 rd pronouns show deictic distinctions yo ʔ ‘proximate’ wo ʔ ‘remote’,,,,,,,,,"<div class=""Example""><p>3<sup>rd</sup> pronouns show deictic distinctions</p>
<table class=""example"">
<tr>
<td>
<p><i>yo</i><i>ʔ</i></p>
</td>
<td>
<p>‘proximate’</p>
</td>
</tr>
<tr>
<td>
<p><i>wo</i><i>ʔ</i></p>
</td>
<td>
<p>‘remote’</p>
</td>
</tr>
</table></div>",,,,,2407,1
1863,,1190,niyi ‘3 rd pronoun’ ngirndaji ‘this’ ngooddoo ‘that’,,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p><i>niyi</i></p>
</td>
<td>
<p>‘3<sup>rd</sup> pronoun’</p>
</td>
</tr>
<tr>
<td>
<p><i>ngirndaji</i></p>
</td>
<td>
<p>‘this’</p>
</td>
</tr>
<tr>
<td>
<p><i>ngooddoo</i></p>
</td>
<td>
<p>‘that’</p>
</td>
</tr>
</table></div>",,,,,2481,1
1864,,1191,instrumental marker: ke,,,,,,,,,"<div class=""comments"">
  <dl>
    <dt>instrumental marker:</dt>
    <dd>ke</dd>
  </dl>
</div>",,,,,2520,1
1865,,1192,instrumental marker: i,,,,,,,,,"<div class=""comments"">
  <dl>
    <dt>instrumental marker:</dt>
    <dd>i</dd>
  </dl>
</div>",,,,,1374,1
1866,,1193,instrumental and comitative marker: yéetel,,,,,,,,,"<div class=""comments"">
  <dl>
    <dt>instrumental and comitative marker:</dt>
    <dd>yéetel</dd>
  </dl>
</div>",,,,,1744,1
1867,,igt-1078,adgur jə-çºa,Adgur’s apple,,adgur	jə-çºa,Adgur	3SG.POSS-apple,,,,,,,<i>adgur </i>	<i>jə-çºa </i>,Adgur	3SG.POSS-apple,,2534,1
1868,,igt-1079,a-çºa-q'apš,red apple,,a-çºa-q'apš,DEF-apple-red,,,,,,,<i>a-çºa-q'apš </i>,DEF-apple-red,,2534,1
1869,,igt-1080,adgur jaajə-xºa-z açºa,apple that Adgur bought,,adgur	jaajə-xºa-z	açºa,Adgur	3SG.OBJ-buy-PST.REL	DEF-apple,,,,,,,<i>adgur </i>	<i>jaajə-xºa-z </i>	<i>açºa </i>,Adgur	3SG.OBJ-buy-PST.REL	DEF-apple,,2534,1
1870,,1195,"ARM: belad ""hand and/or arm"" HAND: belad ""hand and/or arm""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: belad</p>
</td>
<td>
<p>""hand and/or arm""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: belad</p>
</td>
<td>
<p>""hand and/or arm""</p>
</td>
</tr>
</table></div>",,,,,1765,1
1871,,1196,"ARM: ebi ""brazo"" HAND: emetoco ""mano""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: ebi</p>
</td>
<td>
<p>""brazo""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: emetoco</p>
</td>
<td>
<p>""mano""</p>
</td>
</tr>
</table></div>",,,,,1500,1
1872,,1197,"ARM: tive ""mano or brazo"" HAND: tive ""mano or brazo""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: tive</p>
</td>
<td>
<p>""mano or brazo""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: tive</p>
</td>
<td>
<p>""mano or brazo""</p>
</td>
</tr>
</table></div>",,,,,1445,1
1873,,1198,pi ‘3 rd pronoun’ ʔ e ‘proximate’ pi ‘distal’ ʔ uk ‘yonder’,,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p><i>pi</i></p>
</td>
<td>
<p>‘3<sup>rd</sup> pronoun’</p>
</td>
</tr>
<tr>
<td>
<p><i>ʔ</i><i>e</i></p>
</td>
<td>
<p>‘proximate’</p>
</td>
</tr>
<tr>
<td>
<p><i>pi</i></p>
</td>
<td>
<p>‘distal’</p>
</td>
</tr>
<tr>
<td>
<p><i>ʔ</i><i>uk</i></p>
</td>
<td>
<p>‘yonder’</p>
</td>
</tr>
</table></div>",,,,,2308,1
1874,,1199,medial CV reduplication (Kimball 1988: 440) tonoli ‘to roll’ tononoli ‘to roll back and forth’ binili,,,,,,,,,"<div class=""example""><table class=""example""><tr>
        <td>
          <p> </p>
        </td>
        <td colspan=""4"">
          <p>medial CV reduplication <a class=""Reference"" href=""http://wals.info/refdb/record/Kimball-1988"" title=""view reference details"">(Kimball 1988: 440)</a> </p>
        </td>
      </tr>
      <tr>
        <td>
          <p>
            <span style=""font-style:italic;"" />
          </p>
        </td>
        <td>
          <p>
            <span style=""font-style:italic;"">tonoli</span>
          </p>
        </td>
        <td>
          <p>
            <span>‘to roll’</span>
          </p>
        </td>
        <td>
          <p>
            <span style=""font-style:italic;"">tononoli</span>
          </p>
        </td>
        <td>
          <p>
            <span>‘to roll back and forth’</span>
          </p>
        </td>
      </tr>
      <tr>
        <td>
          <p>
            <span style=""font-style:italic;"" />
          </p>
        </td>
        <td>
          <p>
            <span style=""font-style:italic;"">binili</span>
          </p>
        </td>
        <td>
          <p>
            <span>‘to sit’</span>
          </p>
        </td>
        <td>
          <p>
            <span style=""font-style:italic;"">bininili</span>
          </p>
        </td>
        <td>
          <p>
            <span>‘to rise up and sit down’</span>
          </p>
        </td>
      </tr>
      </table></div>",,,,,2186,1
1875,,1200,reciprocal marker: -ana,,,,,,,,,"<div class=""comments"">
  <p>reciprocal marker: -ana</p>
</div>",,,,,2516,1
1876,,igt-1081,ʔəllan ʔamʕəlāt,these days,,ʔəllan	ʔamʕəlāt,this.F.PL	days,,,,,,,<i>ʔəllan </i>	<i>ʔamʕəlāt </i>,this.F.PL	days,,2291,1
1877,,igt-1082,ʔəb laʔawkād lahay,at that time,,ʔəb	laʔawkād	lahay,at	time	that.M,,,,,,,<i>ʔəb </i>	<i>laʔawkād </i>	<i>lahay </i>,at	time	that.M,,2291,1
1878,,1202,3 rd pronouns same as demonstratives uka ‘in here’ ika ‘on level’ hika ‘up’ ukna ‘down’ quka ‘outside’,,,,,,,,,"<div class=""Example""><p>3<sup>rd</sup> pronouns same as demonstratives</p>
<table class=""example"">
<tr>
<td>
<p><i>uka</i></p>
</td>
<td>
<p>‘in here’</p>
</td>
</tr>
<tr>
<td>
<p><i>ika</i></p>
</td>
<td>
<p>‘on level’</p>
</td>
</tr>
<tr>
<td>
<p><i>hika</i></p>
</td>
<td>
<p>‘up’</p>
</td>
</tr>
<tr>
<td>
<p><i>ukna</i></p>
</td>
<td>
<p>‘down’</p>
</td>
</tr>
<tr>
<td>
<p><i>quka</i></p>
</td>
<td>
<p>‘outside’</p>
</td>
</tr>
</table></div>",,,,,1788,1
1879,,1203,"ARM: butkon ""arm"" HAND: kamot ""hand""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: butkon</p>
</td>
<td>
<p>""arm""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: kamot</p>
</td>
<td>
<p>""hand""</p>
</td>
</tr>
</table></div>",,,,,1550,1
1880,,1204,instrumental marker: -yi,,,,,,,,,"<div class=""comments"">
  <dl>
    <dt>instrumental marker:</dt>
    <dd>-yi</dd>
  </dl>
</div>",,,,,558,1
1881,,1205,"æñgilla ""finger""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>æñgilla</p>
</td>
<td>
<p>""finger""</p>
</td>
</tr>
</table></div>",,,,,2193,1
1906,,igt-1093,ŋi: L hniá H ba H,I will go; I am the one that will go,,ŋi: L	hniá H	ba H,I.go	I	aff,,,,,,,ŋi:<sup>L</sup>	hniá<sup>H</sup>	ba<sup>H</sup>,I.go	I	aff,"<div class=""comments"">
  <p> </p>
<p>note: Changes in tone, e.g. of the first person singular pronoun, reflect tone sandhi, not case marking by means of tone.</p>
</div>",2414,1
1928,,igt-1108,ʔ-ətalʸ,my mother,,ʔ-ətalʸ,1SG  -mother,,,,,,,"<span style=""font-style:italic;""><i>ʔ-ətalʸ</i></span>",1SG  -mother,,2327,1
1907,,igt-1094,ma M kúʔ L i hniá H mï VH ma L taʔ VH,I ate a pineapple,,ma M kúʔ L i	hniá H	mï VH ma L taʔ VH,I.ate	I	pineapple,,,,,,,ma<sup>M</sup>kúʔ<sup>L</sup>i	hniá<sup>H</sup>	mï<sup>VH</sup>ma<sup>L</sup>taʔ<sup>VH</sup>,I.ate	I	pineapple,"<div class=""comments"">
  <p> </p>
<p>note: Changes in tone, e.g. of the first person singular pronoun, reflect tone sandhi, not case marking by means of tone.</p>
</div>",2414,1
1882,,1206,"a. âts,h-a’ ts,hab-na u’x-we-ts-thu now- top village-to go- impf-prog-decl.1sg ‘I’m going to the village right now.’",,,,,,,,,"<div class=""example"">
    <table border=""0"">
      
      <tr>
        <td>
          <p>
            <span>a.</span>
          </p>
        </td>
        <td>
          <p>
            <span style=""font-style:italic;"">âts,h-a’</span>
          </p>
        </td>
        <td>
          <p>
            <span style=""font-style:italic;"">ts,hab-na</span>
          </p>
        </td>
        <td>
          <p>
            <span style=""font-style:italic;"">u’x-we-ts-thu</span>
          </p>
        </td>
      </tr>
      <tr>
        <td>
          <p>
            <span />
          </p>
        </td>
        <td>
          <p>
            <span>now-</span>
            <span style=""font-variant: small-caps;"">top</span>
          </p>
        </td>
        <td>
          <p>
            <span>village-to</span>
          </p>
        </td>
        <td>
          <p>
            <span>go-</span>
            <span style=""font-variant: small-caps;"">impf-prog-decl.1sg</span>
          </p>
        </td>
      </tr>
      <tr>
        <td>
          <p> </p>
        </td>
        <td colspan=""3"">
          <p>‘I’m going to the village right now.’ </p>
        </td>
      </tr>
      <tr>
        <td>
          <p>
            <span>b.</span>
          </p>
        </td>
        <td>
          <p>
            <span style=""font-style:italic;"">u’x-we-ts-me:-th</span>
          </p>
        </td>
        <td>
          <p> </p>
        </td>
        <td>
          <p> </p>
        </td>
      </tr>
      <tr>
        <td>
          <p>
            <span />
          </p>
        </td>
        <td>
          <p>
            <span>go-</span>
            <span style=""font-variant: small-caps;"">impf-prog-neg-decl.1sg</span>
          </p>
        </td>
        <td>
          <p> </p>
        </td>
        <td>
          <p> </p>
        </td>
      </tr>
      <tr>
        <td>
          <p> </p>
        </td>
        <td colspan=""3"">
          <p>‘I don’t go.’ / [‘I’m not going.’] </p>
        </td>
      </tr>
      <tr>
        <td>
          <p>
            <span>c.</span>
          </p>
        </td>
        <td>
          <p>
            <span style=""font-style:italic;"">skwela-na-t,</span>
          </p>
        </td>
        <td>
          <p>
            <span style=""font-style:italic;"">u’x-we-’</span>
          </p>
        </td>
        <td>
          <p> </p>
        </td>
      </tr>
      <tr>
        <td>
          <p>
            <span />
          </p>
        </td>
        <td>
          <p>
            <span>school-to-</span>
            <span style=""font-variant: small-caps;"">fact.3pl</span>
          </p>
        </td>
        <td>
          <p>
            <span>go-</span>
            <span style=""font-variant: small-caps;"">impf-hab</span>
          </p>
        </td>
        <td>
          <p> </p>
        </td>
      </tr>
      <tr>
        <td>
          <p> </p>
        </td>
        <td colspan=""3"">
          <p>‘They go to school.’ </p>
        </td>
      </tr>
      <tr>
        <td>
          <p>
            <span>d.</span>
          </p>
        </td>
        <td>
          <p>
            <span style=""font-style:italic;"">*u’x-we-’-me:-th</span>
          </p>
        </td>
        <td>
          <p> </p>
        </td>
        <td>
          <p> </p>
        </td>
      </tr>
      <tr>
        <td>
          <p>
            <span />
          </p>
        </td>
        <td>
          <p>
            <span>go-</span>
            <span style=""font-variant: small-caps;"">impf-hab-neg-decl.1sg</span>
          </p>
        </td>
        <td>
          <p> </p>
        </td>
        <td>
          <p> </p>
        </td>
      </tr>
    </table>
  </div>
  
",,,,,2264,1
1883,,igt-1083,m-,I we (exclusive),,m-,1 SG /1 PL .EXCL,,,,,,,m-,"<span class=""s1"">1</span>SG<span class=""s1"">/1</span>PL<span class=""s1"">.</span>EXCL","<div class=""comments"">
  
</div>",2377,1
1884,,igt-1084,k-,we (inclusive),,k-,1 PL .INCL,,,,,,,k-,"<span class=""s1"">1</span>PL<span class=""s1"">.</span>INCL","<div class=""comments"">
  
</div>",2377,1
1885,,igt-1085,khāw pen nág:rian:,He is a student.,,khāw	pen	nág:rian:,he	COP	student,,,,,,,"<span style=""font-style:italic;""><i>khāw</i></span>	<span style=""font-style:italic;""><i>pen</i></span>	<span style=""font-style:italic;""><i>nág:rian:</i></span>",he	COP	student,,2514,1
1886,,1209,"imahpil ""dedo""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>imahpil</p>
</td>
<td>
<p>""dedo""</p>
</td>
</tr>
</table></div>",,,,,408,1
1887,,igt-1086,Est-ce que le président vient?,Is the president coming?,,Est-ce que	le	président	vient?,q	the	president	come.PRES.3SG,,,,,,,<i><b>Est-ce que </b></i>	<i>le </i>	<i>président </i>	<i>vient? </i>,q	the	president	come.PRES.3SG,,2550,1
1888,,1211,"ARM: ubök ""1. The arm. 2. The hand or arm distinctively"" HAND: ubök ""1. The arm. 2. The hand or arm distinctively""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: ubök</p>
</td>
<td>
<p>""1. The arm. 2. The hand or arm distinctively""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: ubök</p>
</td>
<td>
<p>""1. The arm. 2. The hand or arm distinctively""</p>
</td>
</tr>
</table></div>",,,,,1865,1
1889,,igt-1152,noo-p no-toonav qala,I have a basket.,,noo-p	no-toonav	qala,1 SG-TOP	my-basket	be.INAN.PRES,,,,,,,"<span style=""font-style:italic;""><i>noo-p</i></span>	<span style=""font-style:italic;""><i>no-toonav</i></span>	<span style=""font-style:italic;""><i>qala</i></span>",1 SG-TOP	my-basket	be. INAN.PRES,,2228,1
1890,,igt-1153,noo-n no –toonav qala,I have a basket.,,noo-n	no –toonav	qala,1 SG-SUBJ	my-basket	be.INAN.PRES  /have,,,,,,,"<span style=""font-style:italic;""><i>noo-n</i></span>	<span style=""font-style:italic;""><i>no –toonav</i></span>	<span style=""font-style:italic;""><i>qala</i></span>",1 SG-SUBJ	my-basket	be. INAN.PRES  /have,,2228,1
1891,,1212,pronominal and adnominal identical: nu-gaʔye nu-gunʔbiri proximal distal,,,,,,,,,"<div class=""Example""><p class=""p1""> </p>
<p class=""p1"">pronominal and adnominal identical:</p>
<p class=""p1""> </p>
<table cellpadding=""0"" cellspacing=""0"" class=""t1"">
<tbody>
<tr>
<td class=""td4"" valign=""top"">
<p class=""p1"">nu-gaʔye</p>
<p class=""p1"">nu-gunʔbiri</p>
</td>
<td class=""td16"" valign=""top"">
<p class=""p1"">proximal</p>
<p class=""p1"">distal</p>
</td>
</tr>
</tbody>
</table>
<p class=""p1""> </p>
<p class=""p1""> </p></div>",,,,,2271,1
1892,,1213,"ARM: rika ""arm"" HAND: ãbõ ""hand""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: rika</p>
</td>
<td>
<p>""arm""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: ãbõ</p>
</td>
<td>
<p>""hand""</p>
</td>
</tr>
</table></div>",,,,,384,1
1893,,igt-1087,Mario - sini,Mario and others,,Mario - sini,Mario - also,,,,,,,"Mario<span class=""s2"">-</span>sini","Mario<span class=""s2"">-</span>also","<div class=""comments"">
  <p>(Alexandra Aikhenvald, p.c.)</p>
</div>",2010,1
1894,,igt-1088,namí - sini,maternal.uncle and whoever is with him,,namí - sini,maternal.uncle - also,,,,,,,"namí<span class=""s2"">-</span>sini","maternal.uncle<span class=""s2"">-</span>also","<div class=""comments"">
  <p>(Alexandra Aikhenvald, p.c.)</p>
</div>",2010,1
1895,,1215,comitative marker: -kin,,,,,,,,,"<div class=""comments"">
  <dl>
    <dt>comitative marker:</dt>
    <dd>-kin</dd>
  </dl>
</div>",,,,,2533,1
1896,,1216,"sĩʹpú-diru ""finger""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>sĩʹpú-diru</p>
</td>
<td>
<p>""finger""</p>
</td>
</tr>
</table></div>",,,,,1027,1
1897,,1217,trà (S); chè (N),,,,,,,,,"<div class=""Example""><p><i>trà (S); chè (N)</i></p></div>",,,,,2522,1
1898,,1218,instrumental marker: taha,,,,,,,,,"<div class=""comments"">
  <dl>
    <dt>instrumental marker:</dt>
    <dd>taha</dd>
  </dl>
</div>",,,,,2530,1
1899,,1219,"ARM: taleq ""arm"" HAND: avat, avaleq ""hand""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: taleq</p>
</td>
<td>
<p>""arm""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: avat, avaleq</p>
</td>
<td>
<p>""hand""</p>
</td>
</tr>
</table></div>",,,,,534,1
