id,language_id,language_name,xhtml
478,hau,Hausa,"<div class=""example"">
    <table border=""0"">
      
      <tr>
        <td colspan=""2"" style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-left-width:0.0175cm; border-left-style:solid; border-left-border-right-style:none; border-top-width:0.0175cm; border-top-style:solid; border-top-border-bottom-width:0.0175cm; border-bottom-style:solid; border-bottom-"">
          <p>realis indefinites </p>
        </td>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-left-style:none; border-right-style:none; border-top-width:0.0175cm; border-top-style:solid; border-top-border-bottom-width:0.0175cm; border-bottom-style:solid; border-bottom-"">
          <p> </p>
        </td>
        <td colspan=""2"" style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-left-width:0.0175cm; border-left-style:solid; border-left-border-right-style:none; border-top-width:0.0175cm; border-top-style:solid; border-top-border-bottom-width:0.0175cm; border-bottom-style:solid; border-bottom-"">
          <p>free-choice indefinites </p>
        </td>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-left-style:none; border-right-width:0.0175cm; border-right-style:solid; border-right-border-top-width:0.0175cm; border-top-style:solid; border-top-border-bottom-width:0.0175cm; border-bottom-style:solid; border-bottom-"">
          <p> </p>
        </td>
      </tr>
      <tr>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-left-width:0.0175cm; border-left-style:solid; border-left-border-right-style:none; border-top-width:0.0175cm; border-top-style:solid; border-top-border-bottom-style:none;"">
          <p style=""font-style:italic;"">wani/wata </p>
        </td>
        <td colspan=""2"" style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-left-style:none; border-right-style:none; border-top-width:0.0175cm; border-top-style:solid; border-top-border-bottom-style:none;"">
          <p>'some, somebody' </p>
        </td>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-left-width:0.0175cm; border-left-style:solid; border-left-border-right-style:none; border-top-width:0.0175cm; border-top-style:solid; border-top-border-bottom-style:none;"">
          <p style=""font-style:italic;"">koo-waa </p>
        </td>
        <td colspan=""2"" style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-left-style:none; border-right-width:0.0175cm; border-right-style:solid; border-right-border-top-width:0.0175cm; border-top-style:solid; border-top-border-bottom-style:none;"">
          <p>'anybody' </p>
        </td>
      </tr>
      <tr>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-left-width:0.0175cm; border-left-style:solid; border-left-border-right-style:none; border-top-style:none; border-bottom-style:none;"">
          <p> </p>
        </td>
        <td colspan=""2"" style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">
          <p> </p>
        </td>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-left-width:0.0175cm; border-left-style:solid; border-left-border-right-style:none; border-top-style:none; border-bottom-style:none;"">
          <p>
            <span>cf. </span>
            <span style=""font-style:italic;"">wàa</span>
          </p>
        </td>
        <td colspan=""2"" style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-left-style:none; border-right-width:0.0175cm; border-right-style:solid; border-right-border-top-style:none; border-bottom-style:none;"">
          <p>'who' </p>
        </td>
      </tr>
      <tr>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-left-width:0.0175cm; border-left-style:solid; border-left-border-right-style:none; border-top-style:none; border-bottom-style:none;"">
          <p style=""font-style:italic;"">wani àbù </p>
        </td>
        <td colspan=""2"" style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">
          <p>'something' </p>
        </td>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-left-width:0.0175cm; border-left-style:solid; border-left-border-right-style:none; border-top-style:none; border-bottom-style:none;"">
          <p style=""font-style:italic;"">koo-mee </p>
        </td>
        <td colspan=""2"" style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-left-style:none; border-right-width:0.0175cm; border-right-style:solid; border-right-border-top-style:none; border-bottom-style:none;"">
          <p>'anything' </p>
        </td>
      </tr>
      <tr>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-left-width:0.0175cm; border-left-style:solid; border-left-border-right-style:none; border-top-style:none; border-bottom-style:none;"">
          <p>
            <span>cf. </span>
            <span style=""font-style:italic;"">àbù</span>
          </p>
        </td>
        <td colspan=""2"" style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">
          <p>'thing' </p>
        </td>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-left-width:0.0175cm; border-left-style:solid; border-left-border-right-style:none; border-top-style:none; border-bottom-style:none;"">
          <p>
            <span>cf. </span>
            <span style=""font-style:italic;"">mèe</span>
          </p>
        </td>
        <td colspan=""2"" style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-left-style:none; border-right-width:0.0175cm; border-right-style:solid; border-right-border-top-style:none; border-bottom-style:none;"">
          <p>'what' </p>
        </td>
      </tr>
      <tr>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-left-width:0.0175cm; border-left-style:solid; border-left-border-right-style:none; border-top-style:none; border-bottom-style:none;"">
          <p style=""font-style:italic;"">wani wurii </p>
        </td>
        <td colspan=""2"" style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">
          <p>'somewhere' </p>
        </td>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-left-width:0.0175cm; border-left-style:solid; border-left-border-right-style:none; border-top-style:none; border-bottom-style:none;"">
          <p style=""font-style:italic;"">koo-yàushè </p>
        </td>
        <td colspan=""2"" style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-left-style:none; border-right-width:0.0175cm; border-right-style:solid; border-right-border-top-style:none; border-bottom-style:none;"">
          <p>'anywhere' </p>
        </td>
      </tr>
      <tr>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-left-width:0.0175cm; border-left-style:solid; border-left-border-right-style:none; border-top-style:none; border-bottom-width:0.0175cm; border-bottom-style:solid; border-bottom-"">
          <p>
            <span>cf. </span>
            <span style=""font-style:italic;"">wurii</span>
          </p>
        </td>
        <td colspan=""2"" style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-left-style:none; border-right-style:none; border-top-style:none; border-bottom-width:0.0175cm; border-bottom-style:solid; border-bottom-"">
          <p>'place' </p>
        </td>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-left-width:0.0175cm; border-left-style:solid; border-left-border-right-style:none; border-top-style:none; border-bottom-width:0.0175cm; border-bottom-style:solid; border-bottom-"">
          <p>
            <span>cf. </span>
            <span style=""font-style:italic;"">yàushè</span>
          </p>
        </td>
        <td colspan=""2"" style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-left-style:none; border-right-width:0.0175cm; border-right-style:solid; border-right-border-top-style:none; border-bottom-width:0.0175cm; border-bottom-style:solid; border-bottom-"">
          <p>'where' </p>
        </td>
      </tr>
    </table>
  </div>
  
"
479,epe,Epena Pedee,"<div class=""example"">
    <table border=""0"">
      
      <tr>
        <td>
          <p>
            <span>/wã/ ‘go’ + /-ɾú/ ‘present’ = [w̃ãňṹ] ‘go.</span>
            <span>pres</span>
            <span>’</span>
          </p>
        </td>
      </tr>
      <tr>
        <td>
          <p>/sĩ́əso/ [s̃ĩ́ə̃s̃õ] ‘sugar cane’ </p>
        </td>
      </tr>
    </table>
  </div>
  
"
480,sus,Susu,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: belakhè</p>
</td>
<td>
<p>""main, bras""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: belakhè</p>
</td>
<td>
<p>""main, bras""</p>
</td>
</tr>
</table></div>"
481,bsq,Basque,"<div class=""comments"">
  <p>source: Hualde and Urbina (eds.) 2003; supplemented by information from José Ignacio Hualde and Oroitz Jauregi, p.c.</p>
<p>note: The form of the auxiliary used with an active intransitive subject is the same as that used with a third person singular direct object.</p>
</div>"
482,map,Mapudungun,"<div class=""example"">
    <table border=""0"">
      
      <tr>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">
          <p> </p>
        </td>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">
          <p> </p>
        </td>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">
          <p style=""font-variant: small-caps;"">1sg </p>
        </td>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">
          <p style=""font-variant: small-caps;"">2sg </p>
        </td>
      </tr>
      <tr>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">
          <p>Independent forms: </p>
        </td>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">
          <p>Nominative </p>
        </td>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">
          <p>
            <span style=""font-style:italic;"">i</span>
            <span style=""font-style:italic; text-decoration:underline;"">ñ</span>
            <span style=""font-style:italic;"">che</span>
          </p>
        </td>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">
          <p>
            <span style=""font-style:italic;"">ey</span>
            <span style=""font-style:italic; text-decoration:underline;"">m</span>
            <span style=""font-style:italic;"">i</span>
          </p>
        </td>
      </tr>
      <tr>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">
          <p> </p>
        </td>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">
          <p>Possessive </p>
        </td>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">
          <p>
            <span style=""font-style:italic; text-decoration:underline;"">ñ</span>
            <span style=""font-style:italic;"">i</span>
          </p>
        </td>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">
          <p>
            <span style=""font-style:italic; text-decoration:underline;"">m</span>
            <span style=""font-style:italic;"">i</span>
          </p>
        </td>
      </tr>
      <tr>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">
          <p>Verbal suffixes: </p>
        </td>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">
          <p>Indicative </p>
        </td>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">
          <p>
            <span style=""font-style:italic;"">-(ü)</span>
            <span style=""font-style:italic; text-decoration:underline;"">n</span>
          </p>
        </td>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">
          <p>
            <span style=""font-style:italic;"">-</span>
            <span style=""font-style:italic; text-decoration:underline;"">m</span>
            <span style=""font-style:italic;"">-i</span>
          </p>
        </td>
      </tr>
      <tr>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">
          <p> </p>
        </td>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">
          <p>Conditional </p>
        </td>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">
          <p style=""font-style:italic;"">-i-Ø </p>
        </td>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">
          <p style=""font-style:italic;"">-m-i </p>
        </td>
      </tr>
    </table>
  </div>
  
"
483,eng,English,"<div class=""comments"">
  <dl>
    <dt>instrumental and comitative marker:</dt>
    <dd>with</dd>
  </dl>
</div>"
484,lit,Lithuanian,"<div class=""Example""><p class=""p1""> </p>
<p class=""p1"">pronominal and adnominal identical:</p>
<p class=""p1""> </p>
<table cellpadding=""0"" cellspacing=""0"" class=""t1"">
<tbody>
<tr>
<td class=""td1"" valign=""top"">
<p class=""p1"">tàs</p>
<p class=""p1"">šìs</p>
<p class=""p1"">anàs</p>
</td>
<td class=""td2"" valign=""top"">
<p class=""p1"">neutral</p>
<p class=""p1"">proximal</p>
<p class=""p1"">distal</p>
</td>
</tr>
</tbody>
</table>
<p class=""p1""> </p>
<p class=""p1""> </p></div>"
485,wra,Warao,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>mohi</p>
</td>
<td>
<p>""dedo"" (mojo a hi: puntas de la mano)</p>
</td>
</tr>
</table>
<p>[the first term seems to be a contraction of the second]</p></div>"
486,ind,Indonesian,
487,brs,Barasano,
488,psj,Popoloca (San Juan Atzingo),"<div class=""comments"">
  <dl>
    <dt>instrumental marker:</dt>
    <dd>-xín</dd>
  </dl>
</div>"
489,lez,Lezgian,"<div class=""comments"">
  
</div>"
490,qui,Quileute,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: ʔó΄t'ayat</p>
</td>
<td>
<p>""arm, hand""</p>
</td>
</tr>
<tr>
<td>
<p>t'achít</p>
</td>
<td>
<p>""arm, hand, fingers""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: ʔó΄t'ayat</p>
</td>
<td>
<p>""arm, hand""</p>
</td>
</tr>
<tr>
<td>
<p>t'achít</p>
</td>
<td>
<p>""arm, hand, fingers""</p>
</td>
</tr>
</table></div>"
491,smj,Semai,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>jaras</p>
</td>
<td>
<p>""finger, digit""</p>
</td>
</tr>
<tr>
<td>
<p>jaras tek</p>
</td>
<td>
<p>""finger""</p>
</td>
</tr>
</table></div>"
492,fur,Fur,"<div class=""comments"">
  
</div>"
493,lez,Lezgian,
494,awp,Awa Pit,"<div class=""comments"">
  <p> </p>
<p>note: With nonreferential nonhuman nouns, the direct object takes no accusative marker.</p>
</div>"
495,bae,Baré,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: nodana</p>
</td>
<td>
<p>""bras""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: nucobi</p>
</td>
<td>
<p>""main""</p>
</td>
</tr>
</table></div>"
496,snn,Soninke,"<div class=""Example""><p><i>ataayi; dute</i></p></div>"
497,ing,Ingush,"<div class=""comments"">
  <p>source: Johanna Nichols, p.c.</p>
</div>"
498,gum,Gumbaynggir,"<div class=""comments"">
  <dl>
    <dt>comitative marker:</dt>
    <dd>-gari</dd>
  </dl>
</div>"
499,zai,Zapotec (Isthmus),"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: ná'</p>
</td>
<td>
<p>""el mano, el brazo""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: ná'</p>
</td>
<td>
<p>""el mano, el brazo""</p>
</td>
</tr>
</table></div>"
500,arw,Armenian (Western),"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: pazug</p>
</td>
<td>
<p>""arm""</p>
</td>
</tr>
<tr>
<td>
<p>tzer'k</p>
</td>
<td>
<p>""hand; arm, branch""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: tzer'k</p>
</td>
<td>
<p>""hand; arm, branch""</p>
</td>
</tr>
</table></div>"
501,tbu,Tubu,"<div class=""comments"">
  <dl>
    <dt>instrumental marker:</dt>
    <dd>dū</dd>
  </dl>
</div>"
502,qca,Quechua (Cajamarca),"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>didu</p>
</td>
<td>
<p>""dedo"" [Spanish loan]</p>
</td>
</tr>
</table></div>"
503,cyv,Cayuvava,"<div class=""comments"">
  <p> </p>
</div>"
504,ain,Ainu,"<div class=""comments"">
  <p> </p>
<p>note: Independent pronouns are rare, but seem to follow the same neutral cae marking system.</p>
</div>"
505,ain,Ainu,"<div class=""comments"">
  <dl>
    <dt>comitative marker:</dt>
    <dd>tura</dd>
  </dl>
</div>"
506,gel,Gela,
507,bla,Blackfoot,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>mookítsis</p>
</td>
<td>
<p>""toe/finger""</p>
</td>
</tr>
</table></div>"
508,juh,Ju|’hoan,
509,dre,Drehu,"<div class=""comments"">
  <p>source: Moyse-Faurie : 109</p>
<p>note: The word 'man' is used for '20'.</p>
</div>"
510,tah,Tahitian,"<div class=""Example""><p><i>ti</i></p></div>"
511,rus,Russian,"<div class=""Example""><p><i>čaj</i></p></div>"
512,grk,Modern Greek,
513,mal,Malagasy,"<div class=""Example""><p><i>dite</i></p></div>"
514,tun,Tunica,"<div class=""Example""><p><i>wíšihíranyímohku</i></p></div>"
515,ndy,Ndyuka,"<div class=""comments"">
  
</div>"
516,ute,Ute,"<div class=""Example""><p class=""p1""> </p>
<p class=""p1"">pronominal and adnominal identical:</p>
<p class=""p1""> </p>
<table cellpadding=""0"" cellspacing=""0"" class=""t1"">
<tbody>
<tr>
<td class=""td4"" valign=""top"">
<p class=""p1"">ʔìc<span class=""s2"">a</span></p>
<p class=""p1"">má<span class=""s2"">rɯ</span></p>
<p class=""p1"">(ʔúr<span class=""s2"">u)</span></p>
</td>
<td class=""td7"" valign=""top"">
<p class=""p1"">proximal</p>
<p class=""p1"">distal</p>
<p class=""p1"">(invisible)</p>
</td>
</tr>
</tbody>
</table>
<p class=""p1""> </p>
<p class=""p1""> </p></div>"
517,ho,Ho,"<div class=""comments"">
  <dl>
    <dt>instrumental marker:</dt>
    <dd>-te</dd>
  </dl>
</div>"
518,miz,Mizo (Lushai),"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>kut-zung</p>
</td>
<td>
<p>""finger""</p>
</td>
</tr>
</table></div>"
519,kmu,Khmu',"<div class=""comments"">
  
</div>"
520,ypk,Central Yup’ik,"<div class=""example"">
    <table border=""0"">
      
      <tr>
        <td>
          <p>‘land’ </p>
        </td>
        <td>
          <p style=""font-variant: small-caps;"">pl </p>
        </td>
        <td>
          <p style=""font-variant: small-caps;"">du </p>
        </td>
        <td>
          <p style=""font-variant: small-caps;"">sg </p>
        </td>
      </tr>
      <tr>
        <td>
          <p style=""font-variant: small-caps;"">abs </p>
        </td>
        <td>
          <p style=""font-style:italic;"">nunat </p>
        </td>
        <td>
          <p style=""font-style:italic;"">nunak </p>
        </td>
        <td>
          <p style=""font-style:italic;"">nuna </p>
        </td>
      </tr>
      <tr>
        <td>
          <p style=""font-variant: small-caps;"">rel </p>
        </td>
        <td>
          <p style=""font-style:italic;"">nunat </p>
        </td>
        <td>
          <p style=""font-style:italic;"">nunak </p>
        </td>
        <td>
          <p style=""font-style:italic;"">nunam </p>
        </td>
      </tr>
    </table>
  </div>
  
"
521,orh,Harar Oromo,
522,brs,Barasano,"<div class=""comments"">
  <p>Normally count only to 5, although there is also a numeral for 20.</p>
<p>source: Jones &amp; Jones 1973: 36</p>
</div>"
523,ren,Rendille,
524,mao,Maori,"<div class=""comments"">
  <dl>
    <dt>instrumental marker:</dt>
    <dd>ki</dd>
  </dl>
</div>"
525,fua,Fula,"<div class=""comments"">
  
</div>"
526,amu,Amuesha,"<div class=""comments"">
  <p>reciprocal marker:-ann</p>
</div>"
527,hai,Haida,"<div class=""comments"">
  <p>source: John Enrico, Haida syntax. Lincoln, 2003; University of Nebraska Press : 747-750</p>
</div>"
528,bez,Bezhta,"<div class=""comments"">
  
</div>"
529,cro,Crow,"<div class=""Example""><p>neither of the terms for Arm and Hand also denote finger</p></div>"
530,tsa,Tsakhur,"<div class=""comments"">
  <p> </p>
<p> </p>

</div>"
531,myi,Mangarrayi,"<div class=""Example""><p>3<sup>rd</sup> pronouns same as demonstratives</p>
<table class=""example"">
<tr>
<td>
<p><i>ṇawu</i> (M), <i>ŋayawu</i> (F)</p>
</td>
<td>
<p>‘3<sup>rd</sup> pronoun’</p>
</td>
</tr>
<tr>
<td>
<p><i>ṇariwa</i> (M), <i>ŋaḷiwa</i> (F)</p>
</td>
<td>
<p>‘proximate’</p>
</td>
</tr>
<tr>
<td>
<p><i>ṇina</i> (M), <i>ŋaḷina</i> (F), <i>nara</i> (N)</p>
</td>
<td>
<p>‘distant’</p>
</td>
</tr>
</table></div>"
532,haw,Hawaiian,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: lima</p>
</td>
<td>
<p>""arm, hand, sleeve, finger""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: lima</p>
</td>
<td>
<p>""arm, hand, sleeve, finger""</p>
</td>
</tr>
</table></div>"
533,fon,Fongbe,"<div class=""comments"">
  <dl>
    <dt>comitative marker:</dt>
    <dd>xá</dd>
  </dl>
</div>"
534,goo,Gooniyandi,
535,abk,Abkhaz,
536,nht,Nahuatl (Telecingo),"<div class=""Example"">
<table class=""example"">
<tr>
<td>
<p><i>mic-mo-</i></p>
</td>
<td>
<p>2nd sg. hon.</p>
</td>
<td>
<p>- the Nahuatl object pro have a 2nd pl obj form which</p>
<p>is made polite by addition of <i>-mo</i>;</p>
<p>- this form is only used when the actor is a 3rd person;</p>
<p>if the actor is a 1st person, another form is used for which
there is a polite variant too</p>
</td>
</tr>
<tr>
<td>
<p><i>ne(n)-...-mo-</i></p>
</td>
<td>
<p>2nd pl. hon.</p>
</td>
<td>
<p>- in Nahuatl bound subject pro, there is a 2nd pl polite</p>
<p>form based on the 2nd pl prefix plus the original</p>
<p>reflexive marker <i>–mo</i></p>
</td>
</tr>
<tr>
<td>
<p><i>nemehwan-cɩ-ci</i></p>
</td>
<td>
<p>2nd sg. hhon.</p>
</td>
<td>
<p>- this 2nd person polite independent pronoun is used</p>
<p>for the polite address of multiple addressees; the</p>
<p>politeness marker <i>-ci</i> is reduplicated;</p>
<p>- as a singular referential form, it expresses in</p>
<p>particular respect; this form may be used with godparental
relations with the meaning 'you SG HHON')</p>
</td>
</tr>
<tr>
<td>
<p><i>nemehwan-cɩ-ci</i></p>
</td>
<td>
<p>2nd pl. hon.</p>
</td>
<td></td>
</tr>
<tr>
<td>
<p><i>nemo-mawisoh-ci</i></p>
</td>
<td>
<p>2nd sg. hhon.</p>
</td>
<td>
<p>- used on ceremonial occasions with the meaning 'you</p>
<p>SG HHHON'; etymology 'your:PL-honor-HON'</p>
</td>
</tr>
<tr>
<td>
<p><i>taha</i></p>
</td>
<td>
<p>2nd sg. fam.</p>
</td>
<td>
<p>- the 2nd sg familiar independent pronoun is probably</p>
<p>a form derived from the 1st pers. pl <i>tehwa</i> (a kind of</p>
<p>politeness shift which can be found in all Nahuatl</p>
<p>languages, probably very old)</p>
</td>
</tr>
<tr>
<td>
<p><i>tamɩc-mo-</i></p>
</td>
<td>
<p>2nd sg. hon.</p>
</td>
<td>
<p>- the Nahuatl object pronouns have a 2nd sg object</p>
<p>form which is made polite by addition of <i>-mo</i>; but
this</p>
<p>form is only used when the actor is a 1st person; if the</p>
<p>actor is a 3rd person, another form is used for which</p>
<p>there is a polite variant too</p>
</td>
</tr>
<tr>
<td>
<p><i>tehwa-ci</i></p>
</td>
<td>
<p>2nd sg. hon.</p>
</td>
<td>
<p>- this 2nd person sg polite independent pronoun is</p>
<p>identical to the 1st pl; the politeness marker <i>-ci</i> is</p>
<p>attached</p>
</td>
</tr>
<tr>
<td>
<p><i>ti-...-mo-</i></p>
</td>
<td>
<p>2nd sg. hon.</p>
</td>
<td>
<p>- in Nahuatl bound subject pronouns, there is a 2nd sg</p>
<p>polite form based on the 2nd sg prefix plus the original</p>
<p>reflexive marker <i>–mo</i></p>
</td>
</tr>
</table></div>"
